epoch,test_time,train_time,loss,accuracy
75,1210.711787597,1207.7041387870001,0.0035,88
76,1226.8754810940002,1223.86889709,0.0035,88
77,1243.048946262,1240.0416822220002,0.0034,88
78,1259.211291025,1256.204024504,0.0035,88
79,1275.394150416,1272.386498256,0.0035,88
80,1291.596158003,1288.5867274680002,0.0036,88
81,1307.7816541470002,1304.7751450380001,0.0036,87
82,1323.996523709,1320.9893217850001,0.0035,87
83,1340.2258467370002,1337.2166785220002,0.0034,87
84,1356.426000827,1353.4185297860001,0.0034,87
85,1372.654755638,1369.646624893,0.0034,88
86,1388.8637732710001,1385.854907933,0.0034,88
87,1405.069002073,1402.061162056,0.0034,89
88,1421.2844742920001,1418.276797569,0.0034,88
89,1437.488586482,1434.48020795,0.0033,88
90,1453.7521815500002,1450.7437682280001,0.0033,88
91,1469.8807208160001,1466.865944996,0.0035,88
92,1486.101825083,1483.0834268120002,0.0034,88
93,1502.2532651590002,1499.2488040500002,0.0033,88
94,1518.3992786130002,1515.392026726,0.0034,87
95,1534.496788466,1531.4929235260001,0.0032,88
96,1550.589217333,1547.586709008,0.0032,88
97,1566.6814139710002,1563.679159025,0.0033,88
98,1582.7739146780002,1579.770657963,0.0031,88
99,1598.8795045470001,1595.8758679290002,0.0032,88
100,1615.0196282840002,1612.01740139,0.0032,88
101,1631.1387927550002,1628.136081286,0.0031,88
102,1647.2518723540002,1644.2506851800001,0.0031,89
103,1663.381538691,1660.37882635,0.0031,89
104,1679.502799673,1676.500126069,0.0031,89
105,1695.650668344,1692.646219676,0.0032,88
106,1711.779219041,1708.770885564,0.0031,89
107,1728.0035528520002,1724.985919746,0.0033,87
108,1744.265370988,1741.247262067,0.0031,89
109,1760.5159958250001,1757.50439308,0.0031,89
110,1776.653772195,1773.6524823040002,0.0031,89
111,1792.7851381740002,1789.7831350600002,0.0033,88
112,1808.935368632,1805.9297544590002,0.0031,88
113,1825.119148593,1822.109400412,0.0031,88
114,1841.299893588,1838.2907304120001,0.0031,88
115,1857.481181152,1854.472157423,0.0031,89
116,1873.711322801,1870.7041540040002,0.0032,89
117,1889.897731856,1886.886016982,0.0031,88
118,1906.1557211230001,1903.147131376,0.0030,89
119,1922.3441762060002,1919.3373983570002,0.0031,89
120,1938.5189416800001,1935.5175734050001,0.0030,89
121,1954.670166367,1951.671075234,0.0030,89
122,1970.8304983330002,1967.828344344,0.0030,88
123,1986.9868144840002,1983.985134702,0.0030,89
124,2003.157687714,2000.1566035390001,0.0031,89
125,2019.332558082,2016.3290119950002,0.0029,89
126,2035.513772193,2032.51040551,0.0030,89
127,2051.675369862,2048.6725418749998,0.0030,88
128,2067.895863727,2064.893257663,0.0029,89
129,2084.067871755,2081.065496792,0.0030,89
130,2100.230800236,2097.228747562,0.0031,89
131,2116.423185068,2113.420998644,0.0029,89
132,2132.6242798599997,2129.6189484779998,0.0029,89
133,2148.839588382,2145.832123611,0.0033,89
134,2165.122923213,2162.114171588,0.0029,89
135,2181.3406988859997,2178.325690399,0.0029,90
136,2197.6204013799997,2194.611383482,0.0029,89
137,2213.837152409,2210.818063396,0.0030,89
138,2230.077939387,2227.0723700959998,0.0028,89
139,2246.249820266,2243.245143369,0.0029,89
140,2262.438937847,2259.435432385,0.0029,88
141,2278.62855156,2275.625619561,0.0030,89
142,2294.8458886189997,2291.835215737,0.0029,89
143,2311.197281225,2308.186426637,0.0028,89
144,2327.4357015729997,2324.4268058119997,0.0031,89
145,2343.7591609759997,2340.738564751,0.0028,89
146,2360.08178018,2357.063994009,0.0030,89
147,2376.413640202,2373.397653593,0.0028,89
148,2392.6398578939998,2389.635175996,0.0030,89
149,2408.9122987,2405.898898907,0.0028,90
150,2425.243788502,2422.2287215339998,0.0028,90
